COD_LOCAL;CodMaterial;DESCRIPCION;Instock;CodInterno
U541;128223; NTZZ 18X72 POLLO;1;25372
U541;128227; NTZZ 18X76 ESPARRAG;0;25374
U541;128228; NTZZ 18X80 CHOCLO;1;25375
U541;128229;NTZZ 18X70 POLLO/FID;1;25381
U541;128230;NTZZ 18X80 POSTA/CAB;1;25382
U541;128239;NTZZ 18X70 CARNE/ANI;1;25383
U541;128218;NTZZ 18X70 CARACOLIT;1;25384
U541;128219;NTZZ 18X70 CARNE/VER;1;25385
U541;128221;NTZZ 18X73 POLLO/SEM;1;25386
U541;128237;NTZZ 18X70 POLLO/ARR;1;25387
U541;192302;NTZZ 18X60 COSTILLA/;1;25388
U541;402121001;REN NTZZ CARNE 6(30X;1;25784
U541;212176;REN NTZZ CARNE 6(20X;1;25785
U541;402122001;REN NTZZ GALLI 6(30X;1;25787
U541;212178;REN NTZZ GALLI 6(20X;1;25788
U541;132462;UC-T DOY 24X200 ITAL;0;3705
U541;402124001;UC-I POU 24X200 NAPO;1;3801
U541;402124004;UC-I POU 24X200 BOLO;1;3802
U541;402124003;UC-I POU 24X200 PIAM;1;3803
U541;402124002;UC-I POU 24X200 MEDI;1;3804
U541;561345; LUCC ITALIANA 6(6*2;1;22446
U541;6535;A 250 G LUCCHETTI;1;541
U541;6537;A 500 G  FARDO LUCCH;1;2563
U541;6486;ANI SPAGHETTI 5  400;0;331
U541;6487;ANI  TALLARIN 77  40;1;332
U541;6491;ANI TALLARIN 78  400;1;333
U541;6489;ANI  CARACOL 36  400;1;12438
U541;6495;ANI  FARFALLE 89  40;1;12488
U541;185013;ANI NIDO FETTUCCINI ;1;12493
U541;6490;ANI SPIRALI 56  400 ;1;19456
U541;669435;ANI AL BRONCE FARFAL;1;22021
U541;669437;ANI AL BRONCE TALLAR;0;22023
U541;669439;ANI AL BRONCE ESPIRA;1;22025
U541;669440;ANI AL BRONCE GNOCCH;1;22026
U541;669441;ANI AL BRONCE TORCHI;1;22027
U541;212985;E MARAVILLA MIRAFLOR;1;959
U541;4914;E MIRAFLORES MARAVIL;1;24175
U541;189591;E MIRAFLORES VEGETAL;1;24176
U541;804656;ANIOLIVA TRADICIONAL;1;24220
U541;804657;ANI OLIVA TRADICIONA;1;24221
U541;804658;ANI OLIVA TRADICIONA;1;24224
U542;138751; 3/4 CREM 48X60;1;56301
U542;8115;ANT LIGHT 48X42;1;56312
U542;10525;24X170 GRS.;1;50061
U542;10503;24X100 GRS;1;50062
U542;192563;48X50 GRS.;1;50063
U542;10529;DESC. 24X170 GRS.;1;50081
U542;10530;DESC. 24X100 GRS.;1;50082
U542;210094;DESC. 48X50 GRS.;1;50083
U542;879200;Y HILL 4(20X35) NARA;1;59311
U542;879201;Y HILL 4(20X35) DURA;1;59312
U542;879202;Y HILL 4(20X35) PIÑA;1;59313
U542;879203;Y HILL 4(20X35) FRUT;1;59314
U542;879204;Y HILL 4(20X35) MANZ;1;59316
U542;193366;O 8X320 ORIGINAL;1;53401
U542;193367;O 8X320 QUESO;1;53402
U542;193368;O 8X320 CR.CEBOLLA;1;53403
U542;193369;O PIZZA 8x320;1;53404
U542;184582;O 24X80 ORIGINAL;1;53536
U542;184590;O 24X80 QUESO;1;53537
U542;184586;O 24X80 PIZZA O KETC;1;53539
U542;899946;O 8X6X40 ORIGINAL   ;1;53556
U542;899947;O 8X6X40 QUESO   dia;1;53557
U542;795025;AC 4(25X7) HUESILLO;1;58660
U542;401724001;N 4(25X8) NARANJA;1;58661
U542;401724010;N 4(25X7) DURAZNO;1;58664
U542;401724011;N 4(25X7) PIÑA;1;58665
U542;401724014;N 4(25X7) FRUTILLA;1;58668
U542;401724015;N 4(25X7) PERA AGUA;1;58669
U542;401724007;N 4(25X7) BERRIES;1;58673
U542;401724002;N 4(25X7) PAPAYA;1;58679
U542;795031; MANZ/UVA BCA 10x10;1;58746
U542;795033;ECER NAR/FRUTIL 10x1;1;58748
U542;402622001;N NECT TET 4X6X200 N;1;54431
U542;402622002;N NECT TET 4X6X200 D;1;54432
U542;402622003;N NECT TET 4X6X200 M;1;54433
U542;646726;N NECT TET 4X6X200 P;1;54434
U542;401707001;N NECT PET 6X1500 NA;1;54461
U542;401707005;N NECT PET 6X1500 DU;1;54462
U542;401707004;N NECT PET 6X1500 MA;1;54463
U542;401707003;N NECT PET 6X1500 UV;1;54464
U542;401707002;N NECT PET 6X1500 AR;1;54465
U542;10528;RREY 24X170 GRS.;1;50041
U542;10527;RREY 24X100 GRS.;1;50042
U542;10526;RREY 48X50 GRS.;1;50043
U542;681943;CLA 24X100 DOYPACK;1;50117
U542;872417;MONTERREY C/LECHE 24;1;50340
U542;402625007;ARANJA  4X6X200;1;57521
U542;402625001;IÑA     4X6X200;1;57522
U542;402625006;URAZNO  4X6X200;1;57523
U542;402625005;AMASCO  4X6X200;1;57524
U542;402625004;ANZANA  4X6X200;1;57525
U542;127960;ULTIFRU 4X6X200;1;57527
U542;402625002;RUTILLA 4X6X200;1;57528
U542;184702;IVEAN 20X22 BERRIES;1;56715
U542;7297;F 24X300;1;53014
U542;31926;F 14X500;1;53018
U542;401720003;FRUT BSA 24X400;1;53047
U542;144324;VAINILLA 24X200;1;53061
U542;144323;FRUTILLA 24X200;1;53062
U542;144322;CHOCOLAT 24X200;1;53063
U542;53863; RAFF CAN 24X400;1;53071
U542;10659;JAS CANISTER 48X36 G;1;52112
U542;213171; DOYPACK 24X100;1;50532
U542;10539; CAN 24X170;1;50541
U542;210083; CAN 48X50;1;50543
U542;401726001;24X200 FRUTILLA;1;55361
U542;401726003;24X200 NARANJA;1;55363
U542;401726004;24X200 PIÑA;0;55364
U542;401726005;24X200 DAMASCO;1;55367
U542;401726006;24X200 DURAZNO;1;55368
U542;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U542;900816;NAC 6(28X35) NARANJA;1;57901
U542;900817;NAC 6(28X35) DURAZNO;1;57902
U542;900818;NAC 6(28X35) PIÑA;1;57903
U542;900819;NAC 6(28X35) MANZANA;1;57904
U542;900820;NAC 6(28X35) FRUTILL;1;57905
U542;900821;NAC 6(28X35) FRAMBUE;1;57906
U542;900822;NAC 6(28X35) DAMASCO;1;57907
U542;900823;NAC 6(28X35) PAPAYA;1;57908
U542;900824;NAC 6(28X35) MANGO;1;57909
U542;900826;NAC 6(28X35) MELON T;1;57911
U542;900831;NAC 6(28X35) LIMON D;1;57916
U542;900832;NUTRITION 6(28X35) N;1;57918
U542;900833;NAC TUTIFRUTI 6(28X3;1;57920
U542;900834;NAC TUTIFRUTI 6(28X3;1;57921
U542;900835;NAC TUTIFRUTI 6(28X3;1;57922
U542;900836;TEAFRUT 6(28X35) TE ;1;57923
U542;900837;TEAFRUT 6(28X35) TE ;1;57924
U542;6527; 3 SPAGHETTINI 400 G;1;26
U542;6532;ETTI TALLARIN 78 400;1;129
U542;6531;ETTI SPAGHETTI  5  4;1;230
U542;6530;ETTI CABELLO ANGEL 1;1;240
U542;6526;ETTI  TALLARIN 77  4;1;533
U542;6515;ETTI LASAÑA PREC 200;1;1203
U542;231748;ETTI PACK 3 SPAG 5 +;1;5067
U542;6516;ETTI CORBATAS 88  40;1;11488
U542;189986;ETTI  CARACOLITOS 35;1;18235
U542;6542;ETTI  MARIPOSA 81  2;1;18281
U542;210336;ETTI  QUIFAROS 33  4;1;18433
U542;6521;ETTI  CARACOLES 36  ;1;18436
U542;6518;ETTI  CANUTO 47  400;1;18447
U542;6528;ETTI CABELLITOS 51  ;1;18451
U542;6519;ETTI  ESPIRALES 56  ;1;18456
U542;6517;ETTI  CORBATITAS 83 ;1;18484
U542;756361;LLINI VERDURAS LUCCH;0;22067
U542;606698;ETTI LASAÑA PREC 360;1;22166
U542;549001;IRAL 400G + 1 SALSA ;1;22276
U542;201379;3 SPG 400g LU + M.MI;1;22278
U542;863651; PANTRUCAS 250 G MAR;0;22550
U542;139763;AS NTZZ 6(10X110) PA;0;25032
U542;128230;NTZZ 18X80 POSTA/CAB;1;25382
U542;128237;NTZZ 18X70 POLLO/ARR;1;25387
U542;402121001;REN NTZZ CARNE 6(30X;1;25784
U542;402122001;REN NTZZ GALLI 6(30X;1;25787
U542;132462;UC-T DOY 24X200 ITAL;0;3705
U542;210186;UC-T DOY 24X200 NATU;1;3707
U542;402124001;UC-I POU 24X200 NAPO;1;3801
U542;402124004;UC-I POU 24X200 BOLO;1;3802
U542;561345; LUCC ITALIANA 6(6*2;0;22446
U542;6535;A 250 G LUCCHETTI;0;541
U542;6486;ANI SPAGHETTI 5  400;1;331
U542;6487;ANI  TALLARIN 77  40;1;332
U542;6489;ANI  CARACOL 36  400;1;12438
U542;185011;ANI FARFALLE 3 SAB 8;0;12487
U542;6495;ANI  FARFALLE 89  40;1;12488
U542;185013;ANI NIDO FETTUCCINI ;1;12493
U542;6490;ANI SPIRALI 56  400 ;1;19456
U542;669435;ANI AL BRONCE FARFAL;1;22021
U542;669437;ANI AL BRONCE TALLAR;1;22023
U542;669439;ANI AL BRONCE ESPIRA;1;22025
U542;669440;ANI AL BRONCE GNOCCH;1;22026
U542;669441;ANI AL BRONCE TORCHI;1;22027
U542;4914;E MIRAFLORES MARAVIL;1;24175
U542;189591;E MIRAFLORES VEGETAL;1;24176
U542;195707;E VEGETAL PROTAL 24x;0;2917
U542;804656;ANIOLIVA TRADICIONAL;1;24220
U543;10535;ADO CAN 24X170;1;51221
U543;10534;ADO CAN 24X100;1;51222
U543;138751; 3/4 CREM 48X60;1;56301
U543;9693;ANT 1/2   48X60;1;56311
U543;8115;ANT LIGHT 48X42;1;56312
U543;60385;STELERA   48X76;1;56321
U543;10525;24X170 GRS.;1;50061
U543;10503;24X100 GRS;1;50062
U543;192563;48X50 GRS.;1;50063
U543;10529;DESC. 24X170 GRS.;1;50081
U543;10530;DESC. 24X100 GRS.;1;50082
U543;210094;DESC. 48X50 GRS.;1;50083
U543;879200;Y HILL 4(20X35) NARA;1;59311
U543;879201;Y HILL 4(20X35) DURA;1;59312
U543;879202;Y HILL 4(20X35) PIÑA;1;59313
U543;879203;Y HILL 4(20X35) FRUT;1;59314
U543;879204;Y HILL 4(20X35) MANZ;1;59316
U543;193366;O 8X320 ORIGINAL;1;53401
U543;193367;O 8X320 QUESO;1;53402
U543;193368;O 8X320 CR.CEBOLLA;1;53403
U543;193369;O PIZZA 8x320;1;53404
U543;193370;O 8X320 JAMON;1;53405
U543;848746;O AIR CRUNCH 14X140 ;1;53451
U543;848747;O AIR CRUNCH 14X140 ;1;53452
U543;184582;O 24X80 ORIGINAL;1;53536
U543;184590;O 24X80 QUESO;0;53537
U543;184575;O 24X80 CEBOLLA;1;53538
U543;184586;O 24X80 PIZZA O KETC;1;53539
U543;184578;O 24X80 JAMON;0;53540
U543;899946;O 8X6X40 ORIGINAL   ;1;53556
U543;899947;O 8X6X40 QUESO   dia;1;53557
U543;685550;AC 4(25X7) LIMONADA ;0;58632
U543;685551;AC 4(25X7) LIMONADA ;1;58633
U543;685552;AC 4(25X7) LIMONADA ;1;58634
U543;795025;AC 4(25X7) HUESILLO;1;58660
U543;401724001;N 4(25X8) NARANJA;1;58661
U543;401724010;N 4(25X7) DURAZNO;1;58664
U543;401724011;N 4(25X7) PIÑA;1;58665
U543;401724014;N 4(25X7) FRUTILLA;1;58668
U543;401724015;N 4(25X7) PERA AGUA;1;58669
U543;401724007;N 4(25X7) BERRIES;1;58673
U543;401724006;N 4(25X7) MELON TUNA;1;58674
U543;401724002;N 4(25X7) PAPAYA;1;58679
U543;685553;AC 4(25X7) TE NEGRO ;1;58680
U543;690643;AC 4(25X7) TE DURAZN;1;58681
U543;795031; MANZ/UVA BCA 10x10;1;58746
U543;795033;ECER NAR/FRUTIL 10x1;1;58748
U543;402622001;N NECT TET 4X6X200 N;1;54431
U543;402622002;N NECT TET 4X6X200 D;1;54432
U543;402622003;N NECT TET 4X6X200 M;1;54433
U543;646726;N NECT TET 4X6X200 P;1;54434
U543;401707001;N NECT PET 6X1500 NA;1;54461
U543;401707005;N NECT PET 6X1500 DU;1;54462
U543;401707004;N NECT PET 6X1500 MA;1;54463
U543;401707003;N NECT PET 6X1500 UV;1;54464
U543;401707002;N NECT PET 6X1500 AR;1;54465
U543;10528;RREY 24X170 GRS.;1;50041
U543;10527;RREY 24X100 GRS.;1;50042
U543;10526;RREY 48X50 GRS.;1;50043
U543;681943;CLA 24X100 DOYPACK;1;50117
U543;872417;MONTERREY C/LECHE 24;1;50340
U543;401713001;ET 10X1000 NARANJA;1;54381
U543;401713002;ET 10X1000 PIÑA;1;54382
U543;401713003;ET 10X1000 DURAZNO;1;54383
U543;401713005;ET 10X1000 MANZANA;1;54385
U543;401713007;ET 10X1000 MULTIFRUT;1;54387
U543;402625007;ARANJA  4X6X200;1;57521
U543;402625001;IÑA     4X6X200;1;57522
U543;402625006;URAZNO  4X6X200;1;57523
U543;402625005;AMASCO  4X6X200;1;57524
U543;402625004;ANZANA  4X6X200;1;57525
U543;127960;ULTIFRU 4X6X200;1;57527
U543;402625002;RUTILLA 4X6X200;1;57528
U543;706576;LIVEAN 20X20 CHOCOLA;1;56251
U543;706579;LIVEAN 20X20 BERRIES;1;56254
U543;185021;IVEAN 20X22 NARANJA;1;56711
U543;185022;IVEAN 20X22 PIÑA;1;56712
U543;185017;IVEAN 20X22 DURAZNO;1;56713
U543;184702;IVEAN 20X22 BERRIES;1;56715
U543;185020;IVEAN 20X22 MANZANA ;1;56716
U543;7297;F 24X300;1;53014
U543;31926;F 14X500;1;53018
U543;401720002;VAIN BSA 24X400;1;53046
U543;401720003;FRUT BSA 24X400;1;53047
U543;401720001;CHOC BSA 24X400;1;53048
U543;144324;VAINILLA 24X200;1;53061
U543;144323;FRUTILLA 24X200;1;53062
U543;144322;CHOCOLAT 24X200;1;53063
U543;10659;JAS CANISTER 48X36 G;1;52112
U543;213171; DOYPACK 24X100;1;50532
U543;10539; CAN 24X170;1;50541
U543;10540; CAN 24X100;1;50542
U543;210083; CAN 48X50;1;50543
U543;401726003;24X200 NARANJA;1;55363
U543;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U543;900816;NAC 6(28X35) NARANJA;1;57901
U543;900817;NAC 6(28X35) DURAZNO;1;57902
U543;900818;NAC 6(28X35) PIÑA;1;57903
U543;900819;NAC 6(28X35) MANZANA;1;57904
U543;900820;NAC 6(28X35) FRUTILL;1;57905
U543;900821;NAC 6(28X35) FRAMBUE;1;57906
U543;900822;NAC 6(28X35) DAMASCO;1;57907
U543;900823;NAC 6(28X35) PAPAYA;1;57908
U543;900824;NAC 6(28X35) MANGO;1;57909
U543;900825;NAC 6(28X35) NARANJA;1;57910
U543;900827;NAC 6(28X35) HUESILL;1;57912
U543;900828;NAC 6(28X35) KIWI;1;57913
U543;900829;NAC 6(28X35) ARANDAN;1;57914
U543;900831;NAC 6(28X35) LIMON D;1;57916
U543;900832;NUTRITION 6(28X35) N;1;57918
U543;900833;NAC TUTIFRUTI 6(28X3;1;57920
U543;900834;NAC TUTIFRUTI 6(28X3;0;57921
U543;900835;NAC TUTIFRUTI 6(28X3;1;57922
U543;900836;TEAFRUT 6(28X35) TE ;1;57923
U543;900837;TEAFRUT 6(28X35) TE ;1;57924
U543;6527; 3 SPAGHETTINI 400 G;1;26
U543;6532;ETTI TALLARIN 78 400;1;129
U543;6531;ETTI SPAGHETTI  5  4;1;230
U543;6530;ETTI CABELLO ANGEL 1;0;240
U543;6526;ETTI  TALLARIN 77  4;1;533
U543;6515;ETTI LASAÑA PREC 200;1;1203
U543;231748;ETTI PACK 3 SPAG 5 +;1;5067
U543;6516;ETTI CORBATAS 88  40;1;11488
U543;189986;ETTI  CARACOLITOS 35;1;18235
U543;6542;ETTI  MARIPOSA 81  2;1;18281
U543;210336;ETTI  QUIFAROS 33  4;1;18433
U543;6521;ETTI  CARACOLES 36  ;1;18436
U543;6514;ETTI  MOSTACHOLI 42 ;1;18443
U543;6518;ETTI  CANUTO 47  400;1;18447
U543;6528;ETTI CABELLITOS 51  ;1;18451
U543;6519;ETTI  ESPIRALES 56  ;1;18456
U543;6517;ETTI  CORBATITAS 83 ;1;18484
U543;756360;LLINI TOMATE MOZZARE;1;22066
U543;756361;LLINI VERDURAS LUCCH;0;22067
U543;606698;ETTI LASAÑA PREC 360;0;22166
U543;549001;IRAL 400G + 1 SALSA ;1;22276
U543;201379;3 SPG 400g LU + M.MI;1;22278
U543;863651; PANTRUCAS 250 G MAR;0;22550
U543;139763;AS NTZZ 6(10X110) PA;1;25032
U543;128222; NTZZ 18X74 CHAMPIÑO;1;25371
U543;128223; NTZZ 18X72 POLLO;1;25372
U543;128227; NTZZ 18X76 ESPARRAG;1;25374
U543;128228; NTZZ 18X80 CHOCLO;1;25375
U543;128229;NTZZ 18X70 POLLO/FID;1;25381
U543;128230;NTZZ 18X80 POSTA/CAB;1;25382
U543;128239;NTZZ 18X70 CARNE/ANI;1;25383
U543;128218;NTZZ 18X70 CARACOLIT;1;25384
U543;128219;NTZZ 18X70 CARNE/VER;1;25385
U543;128221;NTZZ 18X73 POLLO/SEM;1;25386
U543;128237;NTZZ 18X70 POLLO/ARR;1;25387
U543;192302;NTZZ 18X60 COSTILLA/;1;25388
U543;402121001;REN NTZZ CARNE 6(30X;1;25784
U543;212176;REN NTZZ CARNE 6(20X;1;25785
U543;402122001;REN NTZZ GALLI 6(30X;1;25787
U543;212178;REN NTZZ GALLI 6(20X;1;25788
U543;132462;UC-T DOY 24X200 ITAL;0;3705
U543;402124001;UC-I POU 24X200 NAPO;1;3801
U543;402124004;UC-I POU 24X200 BOLO;1;3802
U543;561345; LUCC ITALIANA 6(6*2;1;22446
U543;6535;A 250 G LUCCHETTI;1;541
U543;6537;A 500 G  FARDO LUCCH;1;2563
U543;6486;ANI SPAGHETTI 5  400;1;331
U543;6487;ANI  TALLARIN 77  40;1;332
U543;6491;ANI TALLARIN 78  400;1;333
U543;6495;ANI  FARFALLE 89  40;1;12488
U543;6490;ANI SPIRALI 56  400 ;1;19456
U543;669435;ANI AL BRONCE FARFAL;1;22021
U543;669437;ANI AL BRONCE TALLAR;1;22023
U543;669439;ANI AL BRONCE ESPIRA;1;22025
U543;669440;ANI AL BRONCE GNOCCH;1;22026
U543;669441;ANI AL BRONCE TORCHI;1;22027
U543;4914;E MIRAFLORES MARAVIL;1;24175
U543;189591;E MIRAFLORES VEGETAL;1;24176
U543;195707;E VEGETAL PROTAL 24x;1;2917
U543;804656;ANIOLIVA TRADICIONAL;1;24220
U543;804657;ANI OLIVA TRADICIONA;1;24221
U544;138751; 3/4 CREM 48X60;0;56301
U544;9693;ANT 1/2   48X60;0;56311
U544;8115;ANT LIGHT 48X42;1;56312
U544;60385;STELERA   48X76;0;56321
U544;10525;24X170 GRS.;1;50061
U544;10503;24X100 GRS;1;50062
U544;192563;48X50 GRS.;1;50063
U544;10529;DESC. 24X170 GRS.;1;50081
U544;10530;DESC. 24X100 GRS.;1;50082
U544;341325;ARABIGO 24X170;1;50191
U544;352731;ARABIGO 4X12X50;1;50193
U544;705850;LIOFILIZADO 12X100;1;50252
U544;879200;Y HILL 4(20X35) NARA;1;59311
U544;879201;Y HILL 4(20X35) DURA;1;59312
U544;879202;Y HILL 4(20X35) PIÑA;1;59313
U544;879203;Y HILL 4(20X35) FRUT;1;59314
U544;879204;Y HILL 4(20X35) MANZ;1;59316
U544;193366;O 8X320 ORIGINAL;1;53401
U544;193367;O 8X320 QUESO;1;53402
U544;193368;O 8X320 CR.CEBOLLA;1;53403
U544;193369;O PIZZA 8x320;1;53404
U544;193370;O 8X320 JAMON;1;53405
U544;848746;O AIR CRUNCH 14X140 ;1;53451
U544;848747;O AIR CRUNCH 14X140 ;1;53452
U544;184582;O 24X80 ORIGINAL;1;53536
U544;184590;O 24X80 QUESO;1;53537
U544;184575;O 24X80 CEBOLLA;1;53538
U544;184586;O 24X80 PIZZA O KETC;1;53539
U544;184578;O 24X80 JAMON;1;53540
U544;899945;O AIR CRUNCH 8(6X35);1;53543
U544;899946;O 8X6X40 ORIGINAL   ;1;53556
U544;899947;O 8X6X40 QUESO   dia;1;53557
U544;899949;O 4X5X40 SURTIDAS   ;0;53588
U544;685550;AC 4(25X7) LIMONADA ;1;58632
U544;685551;AC 4(25X7) LIMONADA ;1;58633
U544;685552;AC 4(25X7) LIMONADA ;1;58634
U544;401709001;N ANTIOX 4(25X7) MAN;0;58643
U544;401709002;N ANTIOX 4(25X7) PIÑ;1;58645
U544;401709005;N ANTIOX 4(25X7) FRA;1;58653
U544;795025;AC 4(25X7) HUESILLO;1;58660
U544;401724001;N 4(25X8) NARANJA;1;58661
U544;401724010;N 4(25X7) DURAZNO;1;58664
U544;401724011;N 4(25X7) PIÑA;0;58665
U544;401724014;N 4(25X7) FRUTILLA;1;58668
U544;401724015;N 4(25X7) PERA AGUA;1;58669
U544;401724017;N 4(25X7) MANGO;1;58671
U544;401724007;N 4(25X7) BERRIES;1;58673
U544;401724006;N 4(25X7) MELON TUNA;1;58674
U544;401724002;N 4(25X7) PAPAYA;1;58679
U544;685553;AC 4(25X7) TE NEGRO ;1;58680
U544;690643;AC 4(25X7) TE DURAZN;1;58681
U544;795026;N BLENDS PISCO SOUR ;1;58721
U544;795027;N BLENDS MOJITO 4x25;1;58723
U544;795028;N BLENDS CAIPIRINHA ;1;58724
U544;795029;N BLENDS PIÑA COLADA;1;58725
U544;795031; MANZ/UVA BCA 10x10;1;58746
U544;795033;ECER NAR/FRUTIL 10x1;1;58748
U544;402622001;N NECT TET 4X6X200 N;1;54431
U544;402622002;N NECT TET 4X6X200 D;1;54432
U544;402622003;N NECT TET 4X6X200 M;1;54433
U544;646726;N NECT TET 4X6X200 P;1;54434
U544;401707001;N NECT PET 6X1500 NA;1;54461
U544;401707005;N NECT PET 6X1500 DU;1;54462
U544;401707004;N NECT PET 6X1500 MA;1;54463
U544;401707003;N NECT PET 6X1500 UV;0;54464
U544;401707002;N NECT PET 6X1500 AR;1;54465
U544;10528;RREY 24X170 GRS.;1;50041
U544;10527;RREY 24X100 GRS.;1;50042
U544;10526;RREY 48X50 GRS.;1;50043
U544;681943;CLA 24X100 DOYPACK;1;50117
U544;872417;MONTERREY C/LECHE 24;1;50340
U544;401712001;IGHT NARANJA 10X1000;1;54081
U544;401712004;IGHT DURAZNO 10X1000;0;54082
U544;401712003;IGHT PIÑA 10X1000;1;54084
U544;401713001;ET 10X1000 NARANJA;1;54381
U544;401713002;ET 10X1000 PIÑA;1;54382
U544;401713003;ET 10X1000 DURAZNO;1;54383
U544;401713005;ET 10X1000 MANZANA;1;54385
U544;401713007;ET 10X1000 MULTIFRUT;1;54387
U544;402625007;ARANJA  4X6X200;1;57521
U544;402625001;IÑA     4X6X200;1;57522
U544;402625006;URAZNO  4X6X200;1;57523
U544;402625005;AMASCO  4X6X200;1;57524
U544;402625004;ANZANA  4X6X200;1;57525
U544;127960;ULTIFRU 4X6X200;0;57527
U544;402625002;RUTILLA 4X6X200;1;57528
U544;706576;LIVEAN 20X20 CHOCOLA;1;56251
U544;706579;LIVEAN 20X20 BERRIES;1;56254
U544;883075;LIVEAN 20X20 Maracuy;1;56255
U544;883076;LIVEAN 20X20 CARAMEL;1;56256
U544;185021;IVEAN 20X22 NARANJA;1;56711
U544;185022;IVEAN 20X22 PIÑA;1;56712
U544;185017;IVEAN 20X22 DURAZNO;1;56713
U544;184702;IVEAN 20X22 BERRIES;1;56715
U544;185020;IVEAN 20X22 MANZANA ;1;56716
U544;7297;F 24X300;1;53014
U544;31926;F 14X500;1;53018
U544;7117; RAFF BOLSA  12X900;1;53021
U544;401720002;VAIN BSA 24X400;1;53046
U544;401720003;FRUT BSA 24X400;1;53047
U544;401720001;CHOC BSA 24X400;1;53048
U544;144324;VAINILLA 24X200;1;53061
U544;144323;FRUTILLA 24X200;1;53062
U544;144322;CHOCOLAT 24X200;1;53063
U544;53863; RAFF CAN 24X400;1;53071
U544;10659;JAS CANISTER 48X36 G;1;52112
U544;213171; DOYPACK 24X100;0;50532
U544;10539; CAN 24X170;1;50541
U544;10540; CAN 24X100;1;50542
U544;401726001;24X200 FRUTILLA;1;55361
U544;401726003;24X200 NARANJA;1;55363
U544;401726004;24X200 PIÑA;1;55364
U544;401726005;24X200 DAMASCO;0;55367
U544;401726006;24X200 DURAZNO;1;55368
U544;795021;KO LIGHT 4 FRUTAS TR;1;57424
U544;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U544;900816;NAC 6(28X35) NARANJA;1;57901
U544;900817;NAC 6(28X35) DURAZNO;1;57902
U544;900818;NAC 6(28X35) PIÑA;1;57903
U544;900819;NAC 6(28X35) MANZANA;1;57904
U544;900820;NAC 6(28X35) FRUTILL;1;57905
U544;900821;NAC 6(28X35) FRAMBUE;1;57906
U544;900822;NAC 6(28X35) DAMASCO;1;57907
U544;900823;NAC 6(28X35) PAPAYA;1;57908
U544;900824;NAC 6(28X35) MANGO;1;57909
U544;900825;NAC 6(28X35) NARANJA;1;57910
U544;900831;NAC 6(28X35) LIMON D;1;57916
U544;900833;NAC TUTIFRUTI 6(28X3;1;57920
U544;900834;NAC TUTIFRUTI 6(28X3;1;57921
U544;900835;NAC TUTIFRUTI 6(28X3;1;57922
U544;900836;TEAFRUT 6(28X35) TE ;1;57923
U544;900837;TEAFRUT 6(28X35) TE ;1;57924
U544;6527; 3 SPAGHETTINI 400 G;0;26
U544;6532;ETTI TALLARIN 78 400;1;129
U544;6531;ETTI SPAGHETTI  5  4;1;230
U544;6530;ETTI CABELLO ANGEL 1;1;240
U544;6526;ETTI  TALLARIN 77  4;1;533
U544;6515;ETTI LASAÑA PREC 200;1;1203
U544;231748;ETTI PACK 3 SPAG 5 +;1;5067
U544;6516;ETTI CORBATAS 88  40;1;11488
U544;189986;ETTI  CARACOLITOS 35;1;18235
U544;6542;ETTI  MARIPOSA 81  2;1;18281
U544;210336;ETTI  QUIFAROS 33  4;1;18433
U544;6521;ETTI  CARACOLES 36  ;1;18436
U544;6514;ETTI  MOSTACHOLI 42 ;0;18443
U544;6518;ETTI  CANUTO 47  400;1;18447
U544;6528;ETTI CABELLITOS 51  ;1;18451
U544;6519;ETTI  ESPIRALES 56  ;1;18456
U544;6517;ETTI  CORBATITAS 83 ;1;18484
U544;756360;LLINI TOMATE MOZZARE;0;22066
U544;756361;LLINI VERDURAS LUCCH;1;22067
U544;606698;ETTI LASAÑA PREC 360;1;22166
U544;549001;IRAL 400G + 1 SALSA ;1;22276
U544;201379;3 SPG 400g LU + M.MI;1;22278
U544;863651; PANTRUCAS 250 G MAR;1;22550
U544;139762;AS NTZZ 6(10X110) CA;1;25031
U544;139763;AS NTZZ 6(10X110) PA;1;25032
U544;220613;ER 3(20X16) POLLO;1;25042
U544;220611;ER 3(20X16) CHOCLO;0;25043
U544;128222; NTZZ 18X74 CHAMPIÑO;1;25371
U544;128223; NTZZ 18X72 POLLO;1;25372
U544;128227; NTZZ 18X76 ESPARRAG;1;25374
U544;128228; NTZZ 18X80 CHOCLO;1;25375
U544;128229;NTZZ 18X70 POLLO/FID;1;25381
U544;128230;NTZZ 18X80 POSTA/CAB;1;25382
U544;128239;NTZZ 18X70 CARNE/ANI;1;25383
U544;128218;NTZZ 18X70 CARACOLIT;1;25384
U544;128219;NTZZ 18X70 CARNE/VER;1;25385
U544;128221;NTZZ 18X73 POLLO/SEM;1;25386
U544;128237;NTZZ 18X70 POLLO/ARR;1;25387
U544;192302;NTZZ 18X60 COSTILLA/;1;25388
U544;402121001;REN NTZZ CARNE 6(30X;1;25784
U544;212176;REN NTZZ CARNE 6(20X;1;25785
U544;402122001;REN NTZZ GALLI 6(30X;1;25787
U544;212178;REN NTZZ GALLI 6(20X;1;25788
